敲悄阿峰,挺好玩的科普番，如果可以我愿意打四星半，然而这里只能整数。,1582720794,0,0,1,8
萌萌哒少寒,很有新意的一部番，就是每集开头老是重复有点难受,1538376168,0,0,0,10
四叶小天使i,又一部，补完,1582746320,0,0,0,10
Sunday丶紫欣欣,血小板（捂脸）！好可爱！！抱走！！！,1582731582,0,0,0,10
你家陈哥骚得很,好康,1582696243,0,0,0,10
b站老龄院院长,有钱就是可以为所欲为,1582695946,0,0,0,10
疆戎卍,我要献血~~    为啥我体内还有狗粮！,1582694341,0,0,0,10
七彩石_Jenny_L,单身被虐了,1582692694,0,0,0,10
希绝星黎恒,一本正经的欢乐日常，热血战斗，搞笑励志的生物科普好番。还有血小板超萌塞高～(￣▽￣～)~。佳作直接五星吹爆好评！,1582610956,0,0,1,10
愛宕重巡洋艦,武汉加油!,1582593763,0,0,1,10
路克斯_阿卡迪亚,血小板酱超级可爱,1582652525,0,0,0,10
66ccff永恒days,我觉得真挺不错的，我们班会还放过,1582642785,0,0,0,10
惊蛰霜降三月里,能让我知道了解很多东西，过程也很有趣。看得很开心呀。,1582642479,0,0,0,10
かわいいBoys,血小板，你快出来！我受伤了，需要你！,1582640981,0,0,0,10
612HBY,血小板好可爱！,1582633176,0,0,0,10
妖怪退散aaa,我去献血了(｀∧´),1582623932,0,0,0,10
h艺术家,血小板太可爱了,1582602436,0,0,0,10
zacharysal,欢快的科普向番,1582599965,0,0,0,10
夙凤陌,好看,1582593992,0,0,0,10
King_Ciloh,工作细胞让我了解了很多我身体里的细节！！,1582550839,0,0,0,10
绫地华哥,满分，冲冲冲,1582536868,0,0,0,10
雾间秋莎,我的入宅番，相当棒的作品,1582524475,0,0,0,10
BergKaiser7,看了不亏，很少能看见番剧兼具科普和教育意义。,1582513921,0,0,0,8
星野咲夜,学到了很多知识啊！对以后保持自身健康有了更多的认识，希望有出第二季丫，最喜欢喜久子姐姐配的巨噬细胞啦，麻麻，我爱您！,1582493522,0,0,1,10
爱喝假酒的Luna酱,好看,1582491022,0,0,0,10
傲龙DEar,没想到能把人的身体比喻的这么有深度可以可以,1582465976,0,0,0,10
东方睦SAMA,我是真想不到，我二刷这部番是为了课后复习……,1582465033,0,0,0,10
绯村浪客剑心,不错,1582459123,0,0,0,10
火星菌,巴适,1582450229,0,0,0,10
自由自在飞花轻似梦lyj,妙哉,1582425754,0,0,0,10
是荔枝嘛,(*σ´∀`)σ,1582423578,0,0,0,10
秦沙,作为医学生点赞！！！！！！疫情期间二刷老番，文艺复兴的第五站23333，也是少数敢当着老爸面看的番剧，真正意义上的全年龄向。,1582388202,0,0,1,10
日常化水的咸鱼,这是一部科普番,1582296287,0,0,2,10
黑van教父,好好好,1582377967,0,0,0,10
linzch3,可爱！,1582369150,0,0,0,10
佟筱娅乄,棒,1582303670,0,0,1,10
要钱买的糖葫芦,太有爱了太治愈了好喜欢看这种，顺便捏一下血小板的脸脸,1582283582,0,0,1,10
Skjosn,ilil,1582293880,0,0,0,10
思盼青鸾鸣,二刷快乐,1582279541,0,0,0,10
取个名字怎么这么难---,好,1582277900,0,0,0,10
大家当污事发生,细胞的工作机制很严谨呢，另外红血球很呆萌，各种惊叫,1582269266,0,0,0,10
姝涵思密达,超赞啊，看来以后不能随便流血了就、哈哈,1582268844,0,0,0,10
玄丨奘,来自五级大会员的超级肯定,1582257446,0,0,0,10
卑微马狗,i了i了,1582253158,0,0,0,10
xlwei,非常符合我的期望，很好看,1582248623,0,0,0,10
一音二木,辛苦了,1582248343,0,0,0,10
我是小胖子的,看番同时也获取了不少知识,1582220408,0,0,0,10
某不科学的小帅君,我TM吹爆！,1582213252,0,0,0,10
私と节能巡礼之年,科普+搞笑+卖萌，边笑边学习，有番如此，夫复何求？,1582206857,0,0,0,10
Chimara君,寓教于乐ớ ₃ờ,1582203184,0,0,0,10
肆意一一噫,太可爱了，考虑一下给我们班小朋友看,1582197579,0,0,0,10
